diff_id,primary_votes,plurality_primary,primary_entropy_bits,primary_entropy_norm,primary_disagreement_fraction,multilabel_jaccard_distance
0e63774c1c700bcd0b23ce2c7c724e16b83568e9:AGENTS.md,Conf.&Env.|Conf.&Env.|Conf.&Env.,Conf.&Env.,0.0,0.0,0.0,0.33333333333333337
0edf81bf14b131015eddfac78507afde0fbf2ba5:AGENTS.md,Documentation|Documentation|Documentation,Documentation,0.0,0.0,0.0,0.33333333333333337
0f1d7e065a83867e91fddaa43b77bd3f877bddca:CLAUDE.md,AI Integration|AI Integration|Impl. Details,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.5277777777777779
0f7d40af23758c74afb86a3058ce810bf176a340:CLAUDE.md,Maintenance|Maintenance|Maintenance,Maintenance,0.0,0.0,0.0,0.0
0f8c34ed77df78dc2963baf55dacb1009c0bb972:AGENTS.md,Conf.&Env.|Conf.&Env.|Conf.&Env.,Conf.&Env.,0.0,0.0,0.0,0.33333333333333337
0fffc4bc29824769cd4190a40761197d68d36e40:CLAUDE.md,AI Integration|Documentation|AI Integration,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.5277777777777779
1007475865dc4e76acc2b3600bc061c1e54fcc8b:AGENTS.md,Conf.&Env.|Conf.&Env.|Conf.&Env.,Conf.&Env.,0.0,0.0,0.0,0.0
101105d2edff7a0fa269b476e0b0ef5f8e4ac5fa:AGENTS.md,Conf.&Env.|Conf.&Env.|Conf.&Env.,Conf.&Env.,0.0,0.0,0.0,0.0
10b89dbc333841de2687fb17df64f20842ffcc76:AGENTS.md,AI Integration|AI Integration|Maintenance,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.44444444444444453
11358ad22b524b8da50643b460d9e3c3235a8959:CLAUDE.md,AI Integration|AI Integration|Development Process,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.0
115fbe00e669dfa9c0eadb2d16dee79fbe5536c7:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.0
11d054a8e3723921153507f2e9d8a96ae8af96a6:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
121e916ba333e91ced871ef2cedb263ab7307c0d:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
12fe56ea94e61be89a09d0645a1d119a3aa177c2:CLAUDE.md,AI Integration|Build and Run|AI Integration,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.0
13066a26ebb752c24207ce9099ec1b304e249063:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
132498215cca2999539a61db45ff7a8a6d1bffde:AGENTS.md,DevOps|Build and Run|DevOps,DevOps,0.9182958340544896,0.579380164285695,0.33333333333333337,0.5
1373872fdc108be7a874ac7bdb8997d9bca8a47f:CLAUDE.md,AI Integration|AI Integration|Impl. Details,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.44444444444444453
13764c9f2acdd5210d6c3ed3389aa2af98807b86:CLAUDE.md,Architecture|Architecture|Architecture,Architecture,0.0,0.0,0.0,0.0
138a6233be390a94221abb27dfb7856368fca054:CLAUDE.md,Project Management|Development Process|Development Process,Development Process,0.9182958340544896,0.579380164285695,0.33333333333333337,0.22222222222222232
13b085d2a36cb50811e6afe84ab791f60e2d08e6:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
143dbfa9d081d0bbf242b3a74297d642ce031de3:AGENTS.md,Conf.&Env.|Conf.&Env.|Conf.&Env.,Conf.&Env.,0.0,0.0,0.0,0.0
147396fc2149065155abe17fd6e278bd3ba23bac:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.44444444444444453
148cb38b9c08c2938dcc2431070df3cd43e312bb:CLAUDE.md,DevOps|DevOps|DevOps,DevOps,0.0,0.0,0.0,0.5833333333333333
14b6ae0963b4a79f0d5b1e27d12fdd0201060b97:AGENTS.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.33333333333333337
157d61dc9371bd945b438a24ecefc9a87b9175ac:AGENTS.md,Development Process|Development Process|Development Process,Development Process,0.0,0.0,0.0,0.22222222222222232
15acf476e21687762d3f2900f7c7f8021ff14687:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.0
166a17b4fe780888a4eba7d1b95801207cf37a1e:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.33333333333333337
167de936f5e0b9cf50513c0a117b5a0eed4cc840:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.33333333333333337
16dcb6aa6c2cefa724cb68b2bf564376c6bd2316:CLAUDE.md,Impl. Details|Impl. Details|Maintenance,Impl. Details,0.9182958340544896,0.579380164285695,0.33333333333333337,0.22222222222222232
16f2b2bb00f72509982b7d303dec99638e84723f:CLAUDE.md,AI Integration|Maintenance|Testing,AI Integration,1.584962500721156,1.0,0.6666666666666667,0.4993386243386243
171423d0cbb7ecabc5a4f702e1aebad9fe9a11f5:CLAUDE.md,AI Integration|Development Process|AI Integration,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.33333333333333337
171657113efff7609978bf542118e7daa29293ff:CLAUDE.md,Impl. Details|Impl. Details|AI Integration,Impl. Details,0.9182958340544896,0.579380164285695,0.33333333333333337,0.44444444444444453
17922857dfbe42253fa39857c5671d8352f32778:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.6722222222222223
17c411dae0b0c3c1ef873f54f1150ac5161eed94:AGENTS.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.0
18fdece9f69c18c38a911f5ceef6cc83f2977e0e:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.0
19571bdfec400e15e0693ab8bca8c84d7d92ed76:CLAUDE.md,AI Integration|DevOps|DevOps,DevOps,0.9182958340544896,0.579380164285695,0.33333333333333337,0.7555555555555555
19807ffbd4d12869cf23ce23b465dbab4885a14b:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.0
1a271953b751abd83afad9ebe5e1dd7bcaa0e525:AGENTS.md,Conf.&Env.|Testing|Testing,Testing,0.9182958340544896,0.579380164285695,0.33333333333333337,0.33333333333333337
1af751ed2b2cc2491735254407711304130eec95:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.38888888888888895
1b1f9fc1470ec510de7388c1cd3b38797dc23706:CLAUDE.md,Maintenance|Impl. Details|Impl. Details,Impl. Details,0.9182958340544896,0.579380164285695,0.33333333333333337,0.22222222222222232
1b91a89a0792e62fb65f2f5f57e5de0fb13b7215:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.33333333333333337
1bb6767304ea94965e0f623fd112a69232d9c92d:CLAUDE.md,Impl. Details|Impl. Details|Impl. Details,Impl. Details,0.0,0.0,0.0,0.44444444444444453
1cb1aaefda6e638aa06f706b39b6735977a5b53e:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.5555555555555556
1cf4213dc1eda3ef536e1bfd708b45894ef6b428:AGENTS.md,Development Process|Development Process|Development Process,Development Process,0.0,0.0,0.0,0.33333333333333337
1da07a8aea6199caa638750de53dfb40d323808f:AGENTS.md,Conf.&Env.|Conf.&Env.|Conf.&Env.,Conf.&Env.,0.0,0.0,0.0,0.0
1dd79e91a54de99c7dbe575614ea71bd59e4e688:CLAUDE.md,Development Process|Development Process|Development Process,Development Process,0.0,0.0,0.0,0.44444444444444453
1de3881f7e6abd2b054c99567a3ba84bb77b1a56:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.33333333333333337
1e657b5c341e5a4785b99d3e3d7e6a5db26edc35:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.36111111111111116
1eb89ca7e391d4ea65e625d824c00516d354edae:CLAUDE.md,Testing|Testing|Build and Run,Testing,0.9182958340544896,0.579380164285695,0.33333333333333337,0.11111111111111105
1ecdf391f6358288506d738eaf1f3923f871fa85:AGENTS.md,Build and Run|Architecture|Build and Run,Build and Run,0.9182958340544896,0.579380164285695,0.33333333333333337,0.6111111111111112
1f730262c9194bfbe65675a52d5ef49a22e2a95a:CLAUDE.md,Development Process|Build and Run|Build and Run,Build and Run,0.9182958340544896,0.579380164285695,0.33333333333333337,0.44444444444444453
1f7beb997ee03de710aa7746a607c94e16e834b2:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
1fdbcacfae48558a7041dbb1d2a36f7163ed2a79:CLAUDE.md,Testing|Documentation|Testing,Testing,0.9182958340544896,0.579380164285695,0.33333333333333337,0.8333333333333334
200f7f56ed675189586b30ae28e0439ddfd0c413:CLAUDE.md,AI Integration|Architecture|Architecture,Architecture,0.9182958340544896,0.579380164285695,0.33333333333333337,0.6000000000000001
20340a4825d9d36e5eebcd40bd3fe753564cc0b5:CLAUDE.md,Architecture|Architecture|Architecture,Architecture,0.0,0.0,0.0,0.33333333333333337
204f721c335e6a4eac8b0551d11f72436b33fe86:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
215788eec49bfb1d1b50548deb9ab1271c130bc1:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.5
21d1383ce9fbca5664d4235d03174cf70e43d00c:CLAUDE.md,Debugging|Debugging|Debugging,Debugging,0.0,0.0,0.0,0.5
21dc39fd3cb64a9957d210ad800809dce520ed5c:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.33333333333333337
21e9606c14dd35cd7ea061e087b4db29b9557378:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.33333333333333337
231a593dfb61722676f63b6d4eccd2f80ab1216d:CLAUDE.md,Impl. Details|Impl. Details|Conf.&Env.,Impl. Details,0.9182958340544896,0.579380164285695,0.33333333333333337,0.5555555555555556
232a6654b80dfee8daa3f07bccf800bb34df383b:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.4666666666666667
2342832c839e31cad7181657a318ecdd73700b59:AGENTS.md,Conf.&Env.|Conf.&Env.|Conf.&Env.,Conf.&Env.,0.0,0.0,0.0,0.5555555555555556
234abd79ddbcf68b9e10694049f72661b63a2b2e:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.0
23b994c19d9587c5a3ad8f66ddcd0677b6a09729:AGENTS.md,Development Process|Development Process|Conf.&Env.,Development Process,0.9182958340544896,0.579380164285695,0.33333333333333337,0.33333333333333337
23c8b2d215fcdafbae587090c86c502fe78a504c:AGENTS.md,Architecture|Architecture|Architecture,Architecture,0.0,0.0,0.0,0.38888888888888895
240f518faa505924b98e277dc8baeae327d2b3cb:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
254cb529310b7e76c9e23e8836263bf5a8ea96e8:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
25db728dee0a69301012f2c05907664415c8e04c:CLAUDE.md,Testing|Testing|Build and Run,Testing,0.9182958340544896,0.579380164285695,0.33333333333333337,0.36111111111111116
25fe9889dadb15696e1523707ba6243d466bec66:AGENTS.md,Build and Run|Impl. Details|Impl. Details,Impl. Details,0.9182958340544896,0.579380164285695,0.33333333333333337,0.5555555555555556
261ecc0a5e5387421ee5e2340ad3d09bc3a5a3fa:AGENTS.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.0
2677be93a53873cd294002a9e72c5ed21d8d5265:CLAUDE.md,AI Integration|AI Integration|Documentation,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.5416666666666667
26ba33cbe717845d986b6ca767c6de11daf972d9:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.0
276cc6d7c153f3ab379023bb558a3658868f4e66:CLAUDE.md,Impl. Details|Impl. Details|Impl. Details,Impl. Details,0.0,0.0,0.0,0.33333333333333337
27ac539656c0f029d3c6c1291763405b8cc048a0:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.33333333333333337
27c9348e412b649bda92476623d0d12136ecd761:CLAUDE.md,Impl. Details|Impl. Details|Impl. Details,Impl. Details,0.0,0.0,0.0,0.0
292bc2a6c546a1d2d398cc9c6b8194cc743addec:CLAUDE.md,Architecture|Architecture|Architecture,Architecture,0.0,0.0,0.0,0.0
293757dcc93ee13ab261588d976cafb533cdc35f:CLAUDE.md,Documentation|Documentation|Documentation,Documentation,0.0,0.0,0.0,0.0
293872814df538be02bfb5950cfaf961bcc420e8:CLAUDE.md,Development Process|Development Process|Development Process,Development Process,0.0,0.0,0.0,0.33333333333333337
298c2efed5596f5e19d37ad266639058691b9b25:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.33333333333333337
298d74e41eb60d7176823e9b98259cdcfdf7bec8:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.44444444444444453
2998ce992c1334baaa2d8a63ccb5cc7cdf6916d4:CLAUDE.md,Documentation|AI Integration|Documentation,Documentation,0.9182958340544896,0.579380164285695,0.33333333333333337,0.6666666666666667
29af27d33aba65ef4fd6d1699ea975e6b7c55439:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.44444444444444453
2a08006abd2c449e0e7dab6e1d8355dfe1843647:AGENTS.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.0
2a5e717daad58a1469b1a89cfcd4c0946357a333:CLAUDE.md,Architecture|Build and Run|Architecture,Architecture,0.9182958340544896,0.579380164285695,0.33333333333333337,0.38888888888888884
2a8a6f52755c93957600bd8d950b539db3e53719:AGENTS.md,Development Process|Build and Run|Build and Run,Build and Run,0.9182958340544896,0.579380164285695,0.33333333333333337,0.44444444444444453
2aba3d9e5c66d1eea5bb904d24251375f7c3a161:AGENTS.md,Conf.&Env.|Testing|Conf.&Env.,Conf.&Env.,0.9182958340544896,0.579380164285695,0.33333333333333337,0.6666666666666667
2ae1647efd40cd9ced4e3565b3537f89d24ac205:AGENTS.md,Development Process|Development Process|Development Process,Development Process,0.0,0.0,0.0,0.33333333333333337
2b46a4edda0527f695305eccdf7b42671419205e:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.5
2bbd69e904b43cf1fff56b06a17f407b4d8d285f:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.5555555555555556
2bc2b9e1b9bebc386ce3b4f093eee77c8efac7b8:AGENTS.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.0
2bcf57c83d1224d93bb5a0591bbe9446992deae6:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.0
2c05db8f86e1c4e9cd544d41ab8b5354c769edc5:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.0
2c3b95824af4dce650c7faa9ff7d08b85d0764f9:CLAUDE.md,Impl. Details|AI Integration|Impl. Details,Impl. Details,0.9182958340544896,0.579380164285695,0.33333333333333337,0.22222222222222232
2c468b3593080500b2fb4708f92104ed9b20ca3c:AGENTS.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.0
2c61b879d03dcc200a20e2018f89409c9e034465:CLAUDE.md,AI Integration|AI Integration|Testing,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.33333333333333337
2c765a91fca4022cbef724919961b2cb26c84322:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.44444444444444453
2c7865b63a99a0b291d29ae117f15302c84b7cbc:CLAUDE.md,AI Integration|AI Integration|AI Integration,AI Integration,0.0,0.0,0.0,0.0
2c93d9a8155f137b2e4e6b36cd726ddb0dd336df:CLAUDE.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.22222222222222232
2ca2cce9cb34d338547c23c558b91bd9cebdef12:CLAUDE.md,Impl. Details|Maintenance|Debugging,Debugging,1.584962500721156,1.0,0.6666666666666667,0.39682539682539686
2cbdec956516a3cd974ec125683007ee3519d6c1:CLAUDE.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.0
2d237b3c9099826a51f91e4d75418862c0434fa7:CLAUDE.md,Maintenance|DevOps|Maintenance,Maintenance,0.9182958340544896,0.579380164285695,0.33333333333333337,0.16666666666666663
2d81b126ca61cfa74cd9ddf54ce25cbef2fb9099:CLAUDE.md,Impl. Details|Impl. Details|Impl. Details,Impl. Details,0.0,0.0,0.0,0.33333333333333337
2db432cd042996f2ca83a6c3a09f29006213124a:CLAUDE.md,Build and Run|Build and Run|AI Integration,Build and Run,0.9182958340544896,0.579380164285695,0.33333333333333337,0.33333333333333337
2e7340fff20813ab38e4d04c14ef73a98ddb2940:AGENTS.md,Build and Run|Build and Run|Build and Run,Build and Run,0.0,0.0,0.0,0.0
2e8516451811f513c59b889822a48c13010fa3e8:CLAUDE.md,Project Management|Project Management|System Overview,Project Management,0.9182958340544896,0.579380164285695,0.33333333333333337,0.8333333333333334
2f3bc05b4c95fe9d7c6402c758def2167a0a7957:CLAUDE.md,AI Integration|Testing|AI Integration,AI Integration,0.9182958340544896,0.579380164285695,0.33333333333333337,0.16666666666666663
2f7c36cc2198ea29b1d1bfeafcdacb62a7bd64c8:AGENTS.md,Testing|Testing|Testing,Testing,0.0,0.0,0.0,0.33333333333333337
2f81bf5e23954233c0e10c70870760aedaa3fe8c:CLAUDE.md,DevOps|Build and Run|Build and Run,Build and Run,0.9182958340544896,0.579380164285695,0.33333333333333337,0.47777777777777775
2f8a9b779cb17728c2ea061cb7a104f5e86fdc91:CLAUDE.md,Documentation|Documentation|Documentation,Documentation,0.0,0.0,0.0,0.0
303dfaa8702ab06b4172356e71782a43e98147dd:AGENTS.md,Conf.&Env.|Conf.&Env.|Conf.&Env.,Conf.&Env.,0.0,0.0,0.0,0.0
